ROWNUM;NAME;ADDRESS;NAME_PARK;DOP_INF;NAME_WF;ZONA;STATUS;USLOVIE;GLOBALID;X_WGS84;Y_WGS84;
84;"Wi-Fi точка № 7 в парке «Таганский»";"Таганская улица, дом 40-42";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Таганский»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788572";"37,667985";"55,73783214";
85;"Wi-Fi точка № 8 в парке «Таганский»";"Таганская улица, дом 40-42";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Таганский»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788573";"37,66818599";"55,73755145";
86;"Wi-Fi точка № 9 в парке «Таганский»";"Таганская улица, дом 40-42";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Таганский»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788574";"37,66834077";"55,73730171";
87;"Wi-Fi точка № 6 в саду имени Баумана";"Старая Басманная улица, дом 15";"Государственное автономное учреждение культуры города Москвы «Сад культуры и отдыха имени Н.Э. Баумана»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788575";"37,66012703";"55,76726933";
88;"Wi-Fi точка № 7 в саду имени Баумана";"Старая Басманная улица, дом 15";"Государственное автономное учреждение культуры города Москвы «Сад культуры и отдыха имени Н.Э. Баумана»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788576";"37,65941573";"55,76857729";
89;"Wi-Fi точка № 8 в саду имени Баумана";"Старая Басманная улица, дом 15";"Государственное автономное учреждение культуры города Москвы «Сад культуры и отдыха имени Н.Э. Баумана»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788577";"37,6603178";"55,76649912";
90;"Wi-Fi точка № 9 в саду имени Баумана";"Старая Басманная улица, дом 15";"Государственное автономное учреждение культуры города Москвы «Сад культуры и отдыха имени Н.Э. Баумана»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788578";"37,65982939";"55,76870983";
91;"Wi-Fi точка № 7 в саду «Эрмитаж»";"улица Каретный Ряд, дом 4, строение 7";"Государственное автономное учреждение культуры города Москвы «Московский городской сад «Эрмитаж»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788579";"37,60792491";"55,76983895";
92;"Wi-Fi точка № 4 в саду «Эрмитаж»";"улица Каретный Ряд, дом 3, строение 7";"Государственное автономное учреждение культуры города Москвы «Московский городской сад «Эрмитаж»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788580";"37,61188976";"55,77060064";
93;"Wi-Fi точка № 8 в саду «Эрмитаж»";"улица Каретный Ряд, дом 3, строение 7";"Государственное автономное учреждение культуры города Москвы «Московский городской сад «Эрмитаж»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788581";"37,60800517";"55,77143583";
94;"Wi-Fi точка № 9 в саду «Эрмитаж»";"улица Каретный Ряд, дом 3, строение 7";"Государственное автономное учреждение культуры города Москвы «Московский городской сад «Эрмитаж»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788582";"37,60754094";"55,77125563";
95;"Wi-Fi точка № 10 в саду «Эрмитаж»";"улица Каретный Ряд, дом 3, строение 7";"Государственное автономное учреждение культуры города Москвы «Московский городской сад «Эрмитаж»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788583";"37,60754807";"55,77077559";
96;"Wi-Fi точка № 1 в парке «Красная Пресня»";"Мантулинская улица, дом 5, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788584";"37,55214554";"55,75508342";
97;"Wi-Fi точка № 6 в парке «Красная Пресня»";"Мантулинская улица, дом 5, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788585";"37,55130308";"55,75535705";
98;"Wi-Fi точка № 7 в парке «Красная Пресня»";"Мантулинская улица, дом 5, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788586";"37,54947013";"55,7554885";
99;"Wi-Fi точка № 8 в парке «Красная Пресня»";"Мантулинская улица, дом 5, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788587";"37,55018642";"55,75540504";
100;"Wi-Fi точка № 9 в парке «Красная Пресня»";"Мантулинская улица, дом 5, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788588";"37,55067122";"55,75554743";
101;"Wi-Fi точка № 5 в парке «Измайловский»";"Народный проспект, дом 17";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Измайловский»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788589";"37,75071198";"55,77010281";
102;"Wi-Fi точка № 6 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788590";"37,67655039";"55,7940619";
103;"Wi-Fi точка № 7 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788591";"37,67700934";"55,79434404";
104;"Wi-Fi точка № 8 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788592";"37,67740529";"55,79468448";
105;"Wi-Fi точка № 9 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788593";"37,67592322";"55,79436341";
106;"Wi-Fi точка № 10 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788594";"37,67496975";"55,79433149";
107;"Wi-Fi точка № 11 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788595";"37,67597631";"55,79491466";
108;"Wi-Fi точка № 12 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788596";"37,67516676";"55,79499661";
109;"Wi-Fi точка № 13 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788597";"37,67647538";"55,79520387";
110;"Wi-Fi точка № 14 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788598";"37,67718466";"55,79533594";
111;"Wi-Fi точка № 15 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788599";"37,67596481";"55,79564186";
112;"Wi-Fi точка № 16 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788600";"37,67479067";"55,79532271";
113;"Wi-Fi точка № 17 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788601";"37,67507661";"55,79700956";
114;"Wi-Fi точка № 18 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788802";"37,67702064";"55,79591364";
115;"Wi-Fi точка № 19 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788803";"37,67774541";"55,79573675";
116;"Wi-Fi точка № 20 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788804";"37,67854825";"55,79510346";
117;"Wi-Fi точка № 21 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788805";"37,67227106";"55,79456104";
118;"Wi-Fi точка № 22 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788806";"37,67271808";"55,7945319";
119;"Wi-Fi точка № 23 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788807";"37,66828213";"55,79296008";
120;"Wi-Fi точка № 24 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788808";"37,66759078";"55,79305845";
121;"Wi-Fi точка № 25 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788809";"37,66751397";"55,79482899";
122;"Wi-Fi точка № 26 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788810";"37,66565541";"55,79423739";
123;"Wi-Fi точка № 27 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788811";"37,66293835";"55,79513216";
124;"Wi-Fi точка № 6 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788812";"37,7686967";"55,69423017";
125;"Wi-Fi точка № 7 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788813";"37,76725306";"55,69539778";
126;"Wi-Fi точка № 8 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788814";"37,76689259";"55,69498268";
127;"Wi-Fi точка № 9 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788815";"37,76623938";"55,69482962";
128;"Wi-Fi точка № 10 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788816";"37,76564639";"55,69424867";
129;"Wi-Fi точка № 11 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788817";"37,76452958";"55,69397778";
130;"Wi-Fi точка № 12 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788818";"37,76726585";"55,69418575";
131;"Wi-Fi точка № 13 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788819";"37,76771273";"55,69493337";
132;"Wi-Fi точка № 28 в парке «Сокольники»";"улица Сокольнический Вал, дом 1, строение 1";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Сокольники»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788820";"37,67011618";"55,79471493";
133;"Wi-Fi точка № 21 в парке «Перовский»";"улица Лазо, дом 7";"Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788821";"37,77347691";"55,7390348";
134;"Wi-Fi точка № 22 в парке «Перовский»";"улица Лазо, дом 7";"Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788822";"37,77400507";"55,74198041";
135;"Wi-Fi точка № 23 в парке «Перовский»";"улица Лазо, дом 7";"Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788823";"37,77458466";"55,7417296";
136;"Wi-Fi точка № 24 в парке «Перовский»";"улица Лазо, дом 7";"Государственное автономное учреждение культуры города Москвы «Перовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788824";"37,77542448";"55,74164455";
137;"Wi-Fi точка № 9 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788825";"37,57118284";"55,90158371";
138;"Wi-Fi точка № 10 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788826";"37,57005704";"55,90122076";
139;"Wi-Fi точка № 11 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788827";"37,56850234";"55,90108855";
140;"Wi-Fi точка № 12 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788828";"37,56713924";"55,90044886";
141;"Wi-Fi точка № 13 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788829";"37,56702062";"55,9003408";
142;"Wi-Fi точка № 22 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788830";"37,56826357";"55,8999908";
143;"Wi-Fi точка № 14 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788831";"37,56783285";"55,89917594";
144;"Wi-Fi точка № 15 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788832";"37,57123231";"55,8997016";
145;"Wi-Fi точка № 16 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788833";"37,57064965";"55,90028414";
146;"Wi-Fi точка № 17 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788834";"37,57115167";"55,90072229";
147;"Wi-Fi точка № 18 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788835";"37,57141999";"55,90173685";
148;"Wi-Fi точка № 19 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788836";"37,57241123";"55,90137032";
149;"Wi-Fi точка № 20 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788837";"37,57001263";"55,90122198";
150;"Wi-Fi точка № 21 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788838";"37,5684727";"55,90107312";
151;"Wi-Fi точка № 7 в парке «Бабушкинский»";"улица Менжинского, дом 6";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Бабушкинский»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788839";"37,68053885";"55,86598981";
152;"Wi-Fi точка № 8 в парке «Бабушкинский»";"улица Менжинского, дом 6";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Бабушкинский»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788840";"37,68286213";"55,86757739";
153;"Wi-Fi точка № 10 в парке «Бабушкинский»";"улица Менжинского, дом 6";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Бабушкинский»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788841";"37,66012909";"55,76725626";
154;"Wi-Fi точка № 12 в саду «Эрмитаж»";"улица Каретный Ряд, дом 3, строение 7";"Государственное автономное учреждение культуры города Москвы «Московский городской сад «Эрмитаж»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788842";"37,60771769";"55,77037085";
155;"Wi-Fi точка № 10 в парке «Таганский»";"Таганская улица, дом 40-42";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Таганский»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788843";"37,66649687";"55,73753947";
156;"Wi-Fi точка № 14 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788844";"37,76759632";"55,69421237";
157;"Wi-Fi точка № 15 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788845";"37,76794093";"55,69415221";
158;"Wi-Fi точка № 16 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788846";"37,76827678";"55,69404216";
159;"Wi-Fi точка № 17 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788847";"37,76941597";"55,69450546";
160;"Wi-Fi точка № 18 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788848";"37,76988567";"55,69428104";
161;"Wi-Fi точка № 19 в парке «Кузьминки»";"Кузьминский парк, дом 1, строение 2";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Кузьминки»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788849";"37,76891602";"55,69522899";
162;"Wi-Fi точка № 23 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788850";"37,57169673";"55,89924031";
163;"Wi-Fi точка № 24 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788851";"37,57079794";"55,89924677";
164;"Wi-Fi точка № 25 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788852";"37,56779266";"55,90040454";
165;"Wi-Fi точка № 26 в парке «Лианозовский»";"Угличская улица, дом 13";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"";"Moscow_Wi-Fi_Free";"20";"";"открытая сеть";"87788853";"37,57170509";"55,90034413";
